feature,c,arm,total_energy,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15
15503,1.0,cds,1969.906982421875,511.0633544921875,315.1279602050781,206.77622985839844,166.23179626464844,172.44461059570312,118.29729461669922,113.43180084228516,64.10543823242188,59.004093170166016,60.142173767089844,44.167808532714844,42.024009704589844,34.01443099975586,30.23394775390625,19.707799911499023,13.134312629699707
15503,1.0,mts,5432.345703125,5056.17919921875,197.27816772460938,75.49028015136719,36.6446647644043,29.559818267822266,14.258428573608398,10.474846839904785,3.899024486541748,2.9782636165618896,2.390174388885498,1.0769658088684082,0.9159860610961914,0.5697274804115295,0.38822081685066223,0.1800518035888672,0.06241269409656525
15503,2.0,naive,5963.93701171875,1418.593017578125,943.4896240234375,673.3262939453125,509.64019775390625,593.6610107421875,386.29559326171875,373.59600830078125,185.86459350585938,184.65478515625,191.74908447265625,113.4897232055664,123.22981262207031,97.14796447753906,85.28228759765625,52.82522964477539,31.091859817504883
15503,2.0,denoise_naive,2798.03369140625,760.5469970703125,445.02178955078125,268.0564270019531,227.657470703125,216.29312133789062,156.31515502929688,146.13157653808594,98.7159423828125,86.17147827148438,84.43852233886719,74.46792602539062,65.74360656738281,55.33573913574219,49.65542984008789,36.64255905151367,26.840187072753906
15503,2.0,cds,7570.43310546875,2127.3359375,1269.6431884765625,786.685791015625,630.1668701171875,649.2421264648438,431.315185546875,414.4097900390625,224.94387817382812,203.5319061279297,209.48443603515625,155.69979858398438,145.06300354003906,115.52996826171875,102.82547760009766,62.610626220703125,41.945350646972656
15503,2.0,mts,21729.3828125,20224.716796875,789.1126098632812,301.9611511230469,146.57864379882812,118.23926544189453,57.033714294433594,41.899391174316406,15.596097946166992,11.913055419921875,9.560696601867676,4.307863235473633,3.663944721221924,2.278909683227539,1.552883505821228,0.7202067375183105,0.24965082108974457
4151,1.0,naive,1020.5278930664062,178.77764892578125,170.51507568359375,137.47869873046875,111.83810424804688,59.63168716430664,45.96055221557617,48.375938415527344,50.88123321533203,52.08522033691406,37.266937255859375,26.845203399658203,22.947132110595703,23.008426666259766,26.54543113708496,15.464313507080078,12.90626335144043
4151,1.0,denoise_naive,765.8017578125,138.619384765625,118.35700988769531,89.61730194091797,72.79849243164062,47.93508529663086,37.728675842285156,38.12735366821289,38.71564483642578,39.34107971191406,29.96979522705078,24.048526763916016,21.00481605529785,20.572193145751953,21.282379150390625,15.103372573852539,12.580657958984375
4151,1.0,cds,1295.328857421875,260.34893798828125,216.68267822265625,162.43185424804688,129.82647705078125,78.65711975097656,59.74457550048828,60.556358337402344,61.753662109375,62.7517204284668,45.22596740722656,34.28443145751953,28.78569793701172,28.410491943359375,30.852025985717773,19.262638092041016,15.754182815551758
4151,1.0,mts,4067.169677734375,3793.634521484375,149.75343322753906,57.66319274902344,29.731229782104492,11.98062801361084,6.681402206420898,5.465265274047852,4.2439374923706055,3.202965259552002,1.8361711502075195,1.012520670890808,0.6677393913269043,0.525479793548584,0.47095566987991333,0.20558591187000275,0.09466668218374252
4151,2.0,naive,4082.111328125,715.110595703125,682.060302734375,549.914794921875,447.3524475097656,238.52676391601562,183.8422088623047,193.5037384033203,203.52491760253906,208.34088134765625,149.0677490234375,107.38081359863281,91.78852844238281,92.03370666503906,106.18173217773438,61.85725402832031,51.62505340576172
4151,2.0,denoise_naive,2008.728759765625,442.2169189453125,328.19915771484375,230.1165771484375,180.9779815673828,124.59638214111328,95.38324737548828,94.16992950439453,91.948974609375,92.98597717285156,69.7989501953125,56.52431869506836,47.750301361083984,46.29143524169922,46.34101104736328,33.26764678955078,28.15998077392578
4151,2.0,cds,5079.833984375,1116.1824951171875,885.6748657226562,638.5878295898438,499.4836120605469,299.4140625,222.11178588867188,225.2996826171875,228.41297912597656,234.92483520507812,165.51788330078125,123.83499908447266,101.50830841064453,101.35769653320312,111.20722198486328,68.06099700927734,58.254737854003906
4151,2.0,mts,16268.6787109375,15174.5380859375,599.0137329101562,230.6527862548828,118.9249267578125,47.922515869140625,26.72560691833496,21.861061096191406,16.975749969482422,12.811861038208008,7.344683647155762,4.050084114074707,2.6709578037261963,2.101919651031494,1.8838224411010742,0.8223434686660767,0.37866678833961487
17590,1.0,naive,123.59140014648438,21.937740325927734,12.112953186035156,6.920779705047607,9.412135124206543,6.194631576538086,9.918266296386719,8.456542015075684,6.379349231719971,10.181154251098633,9.490631103515625,3.3678221702575684,5.040639877319336,4.609170436859131,4.541007995605469,2.891436815261841,2.1371474266052246
17590,1.0,denoise_naive,174.831298828125,31.611248016357422,17.26868438720703,11.550224304199219,12.672950744628906,9.898782730102539,12.197580337524414,10.802998542785645,9.176517486572266,11.545852661132812,10.90135383605957,6.445320129394531,7.393155097961426,6.897095203399658,6.650942802429199,5.371425151824951,4.447174072265625
17590,1.0,cds,164.5657501220703,32.90933609008789,17.872207641601562,11.054952621459961,12.718297958374023,9.001564025878906,12.226016998291016,10.44758415222168,8.212778091430664,11.56101131439209,10.724869728088379,4.68599796295166,6.136303901672363,5.520271301269531,5.332059860229492,3.6597163677215576,2.50278377532959
17590,1.0,mts,503.4842529296875,480.47998046875,10.626577377319336,3.1242029666900635,2.8537793159484863,1.3860256671905518,1.6120612621307373,1.020688772201538,0.5911962389945984,0.7132297158241272,0.5140682458877563,0.13634100556373596,0.16125498712062836,0.11560392379760742,0.090269535779953,0.04294712468981743,0.01608242467045784
17590,2.0,naive,494.3656005859375,87.75096130371094,48.451805114746094,27.683116912841797,37.64854049682617,24.778526306152344,39.673065185546875,33.826168060302734,25.51739501953125,40.72461700439453,37.9625244140625,13.47128963470459,20.162559509277344,18.436683654785156,18.164031982421875,11.565746307373047,8.548587799072266
