split,feature,family,cos_d_bar,cos_mu_hat,cos_v_hat,weak_half_energy,logit_reach
test_r3,1344,diffmeans,-0.01635279692709446,0.1488700956106186,0.797235906124115,0.4575144648551941,39.544654846191406
test_r3,1344,centred,0.02996212989091873,-4.190951585769653e-09,0.9998966455459595,0.43924272060394287,38.209354400634766
test_r3,1344,purified,2.3283064365386963e-09,0.018431849777698517,0.9996113777160645,0.43846234679222107,38.347049713134766
test_r3,1344,diffmeans_purified,0.0,0.14652065932750702,0.7977983951568604,0.457925945520401,39.52859115600586
test_r3,1344,learned,0.4570924639701843,-0.03403077647089958,0.81223064661026,0.5756610035896301,34.429351806640625
test_r3,17102,decoder,0.007777851074934006,0.15724395215511322,0.9999999403953552,0.47476211190223694,39.25860595703125
test_r3,17102,shared,0.6039716005325317,0.03872712701559067,0.801679253578186,0.6230690479278564,34.351806640625
test_r3,17102,diffmeans,-0.025672171264886856,0.26244714856147766,0.8832076191902161,0.5401179790496826,38.93452453613281
test_r3,17102,centred,0.03094317577779293,-2.60770320892334e-08,0.9875597953796387,0.46425577998161316,39.666385650634766
test_r3,17102,purified,4.6566128730773926e-09,0.1583755612373352,0.9999697208404541,0.47426825761795044,39.27266311645508
test_r3,17102,diffmeans_purified,7.450580596923828e-09,0.2588132321834564,0.883698582649231,0.5407774448394775,38.89674377441406
test_r3,17102,learned,0.4044671654701233,0.20037579536437988,0.8612724542617798,0.5836077928543091,36.59597396850586
test_r3,15507,decoder,-0.0040416959673166275,-0.03731674700975418,1.0000001192092896,0.5428012609481812,34.928462982177734
test_r3,15507,shared,0.5979276895523071,-0.11700430512428284,0.7991268634796143,0.6223412752151489,31.994794845581055
test_r3,15507,diffmeans,-0.03904014080762863,-0.07975152879953384,0.8894003629684448,0.5552967190742493,35.63531494140625
test_r3,15507,centred,-0.009454460814595222,1.1175870895385742e-08,0.9993036389350891,0.5423340797424316,34.97880554199219
test_r3,15507,purified,-1.862645149230957e-09,-0.037902578711509705,0.9999918937683105,0.5426875948905945,34.9261474609375
